材料号,合同号,入口厚度,入厚上跳,入厚下跳,入口宽度,宽反值3(a3),宽跳上限(a4),退火温度,温度上跳,温度下跳,退火曲线,分区,物料标签,宽反标记,分类代码,销售品种代码,合同属性(IPS),适配辊,对应辊,宽反值1(a1),宽反值2(a2),入口重量,物料属性,分选度,出钢记号,出口厚度,出口宽度,切边,分卷数,下道机组,均温最小,均温最大,周,交货期,距DL天数,计划量,欠量,表面结构,粗糙度,粗糙度最小值,粗糙度最大值,订货重量上限,订货重量下限,订货重,平整率,涂油种类,涂油量,牌号（钢级）,包装方式代码,入口内径,用户,中文用途,钢级代码,产线族,材料组别,补充号,集批代码,后处理,返修类型,返修机组,新试号,工序特殊要求,合同加工途径,产品最终用途码,紧急标记,紧急合同标记,厂别区分,库号,超投比例标记,材料强度等级,BACKLOG工序位,制造命令号,上工序生产时刻,出口重量,入口外径,入口材料类型,出口外径,出口长度,出口材料重范围标记,计划确定标记,结束生产时刻,计划工序代码,入口长度,入口材料号校验,全程工序途径码,全程工序代码,全程工序顺序号,计划分类,返修标记,牌号标准,后全程工序代码,后全程工序顺序号,成品工序标记,计划生产时间,开始生产时刻,合同拖期标记,预计划路径,关联计划号,前材料号,BACKLOG工序值,产品规范码,材料回退标记,镀层种类,上表面镀层重量,下表面镀层重量,平整方式,保护气体种类代码,订货宽度,优化标记,出口卷号,运输方式代码,粗糙度代码,终到站港代码,终到站港描述,委托控货标志,留料标志,高优先级标记,已排程标记,入口材料号,合同性质代码
21131498400 ,M1B0004455,2.017,2.517,1.517,1266,250,300,790,811,769,U79, ,,N,8,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,27.59,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211024,-2,0,55,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,w8,610,厦门ABB低压电器设备有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21476838,2.0211E+13,16,1969,1,0,0,,,,,1384,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,36200002,泉州安海东石港, ,0,0,0,,QZA
21131499000 ,M1B0004456,1.988,2.488,1.488,1266,250,300,790,811,769,U79, ,,N,8,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,21.01,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211024,-2,0,25,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,w8,610,厦门ABB低压电器设备有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158154,2.0211E+13,16,1741,1,0,0,,,,,1065,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01G102,,1,140,140,,,1250,,,水路运输,,36200002,泉州安海东石港, ,0,0,0,,QZA
21131914200 ,M1B0004461,1.51,2.01,1.11,1279,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,14,14,26.2,999,3,AP1055E5,1.5,1277,0,0,D208,0,0,Y,20211031,15,0,27.06,5,1,0.1,2,15.01,10,15.01,1.4, ,1,DC51D+Z,w8,610,广州美亚股份有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,K,999,11, , , ,,D00A000BR0000000K,MK05, , ,,Z04,,,9,21158553,2.0211E+13,0,1917,1,0,0,,,,,1734,,14ADDAHBIRQK9A9B9C9D,IR,5,,0,Q/BQB 420,QK,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1265,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131926200 ,M1B0004467,0.593,0.793,0.443,1050,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,22.81,999,3,DT0145D1,0.6,1047,0,0,D208,0,0,Y,20211031,15,20.66,83.45,5,1,0.1,2,9.1,7,9.1,0.6, ,1,DC53D+Z-TCL,w1,610,TCL集团股份有限公司,白色家电外板加工_表面要求,MI27IFGQC00,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z02,,,9,21158619,2.0211E+13,0,1975,1,0,0,,,,,4689,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2019-003,PV,6,0,,,,,,,,MDYBYBJ003,,1,40,40,,,1047,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21224979010 ,M1B0004462,1.5,2,1.1,1223,250,300,830,851,809,U83, ,,N,8,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,24.79,999,3,DP0161D1,1.485,1219,0,0,D208,0,0,C,20211031,5,0,24.55,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z-MD,w8,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z07,,,9,21157334,2.0211E+13,16,1913,1,0,0,,,,,1721,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y3J006,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131924200 ,M1B0004466,0.691,0.891,0.491,1259,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,21.37,999,3,AP1055E5,0.7,1256,0,0,D208,0,0,Y,20211031,15,0,60,5,1,0.1,2,9.1,7,9.1,1.2, ,1,DC51D+Z-TCL,w1,610,TCL集团股份有限公司,普通白色家电内板加工,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158526,2.0211E+13,9.1,1768,1,0,0,,,,,3147,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2019-003,9A,6,0,,,,,,,,MDYBY6B003,,1,60,60,,,1256,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131918800 ,M1B0004618,2.007,2.507,1.507,1223,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.36,999,3,DP0161D1,1.99,1219,0,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.01,10,15.01,1.4, ,1,DC51D+Z-MD,x6,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158942,2.0211E+13,15.01,1995,1,0,0,,,,,1421,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y3J006,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131924700 ,M1B0004468,0.593,0.793,0.443,1233,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,22.12,999,3,DT0145D1,0.6,1230,0,0,D208,0,0,Y,20211031,15,0,85.2,5,1,0.1,2,9.1,7,9.1,0.6, ,1,DC53D+Z-TCL,w1,610,TCL集团股份有限公司,白色家电外板加工_表面要求,MI27IFGQC00,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z04,,,9,21158579,2.0211E+13,0,1808,1,0,0,,,,,3874,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2019-003,PV,6,0,,,,,,,,MDYBYBJ003,,1,40,40,,,1230,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131924800 ,M1B0004468,0.593,0.793,0.443,1233,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,22.72,999,3,DT0145D1,0.6,1230,0,0,D208,0,0,Y,20211031,15,0,85.2,5,1,0.1,2,9.1,7,9.1,0.6, ,1,DC53D+Z-TCL,w1,610,TCL集团股份有限公司,白色家电外板加工_表面要求,MI27IFGQC00,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z05,,,9,21158787,2.0211E+13,0,1829,1,0,0,,,,,3970,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2019-003,PV,6,0,,,,,,,,MDYBYBJ003,,1,40,40,,,1230,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131924900 ,M1B0004468,0.593,0.793,0.443,1233,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,26.91,999,3,DT0145D1,0.6,1230,0,0,D208,0,0,Y,20211031,15,0,85.2,5,1,0.1,2,9.1,7,9.1,0.6, ,1,DC53D+Z-TCL,w1,610,TCL集团股份有限公司,白色家电外板加工_表面要求,MI27IFGQC00,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z04,,,9,21158787,2.0211E+13,0,1975,1,0,0,,,,,4709,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2019-003,PV,6,0,,,,,,,,MDYBYBJ003,,1,40,40,,,1230,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131879400 ,M1B0004468,0.593,0.793,0.443,1233,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,19.58,999,3,DT0145D1,0.6,1230,0,0,D208,0,0,Y,20211031,15,0,85.2,5,1,0.1,2,9.1,7,9.1,0.6, ,1,DC53D+Z-TCL,w1,610,TCL集团股份有限公司,白色家电外板加工_表面要求,MI27IFGQC00,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z04,,,9,21158579,2.0211E+13,0,1713,1,0,0,,,,,3445,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2019-003,PV,6,0,,,,,,,,MDYBYBJ003,,1,40,40,,,1230,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131747400 ,M1B0004479,2.017,2.517,1.517,1266,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,21.31,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158553,2.0211E+13,15.1,1751,1,0,0,,,,,1072,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131747500 ,M1B0004479,2.017,2.517,1.517,1266,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,21.32,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158553,2.0211E+13,15.1,1756,1,0,0,,,,,1069,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131747600 ,M1B0004479,2.017,2.517,1.517,1266,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,21.4,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158553,2.0211E+13,15.1,1760,1,0,0,,,,,1071,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131747300 ,M1B0004479,2.017,2.517,1.517,1266,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,21.22,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21158553,2.0211E+13,15.1,1752,1,0,0,,,,,1069,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131864600 ,M1B0004479,2.017,2.517,1.517,1266,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,20.96,999,3,AP1055E5,2,1250,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158596,2.0211E+13,15.1,1745,1,0,0,,,,,1051,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131869100 ,M1B0004481,1.611,2.111,1.111,1235,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,27.86,999,3,AP1055E5,1.6,1219,1,0,D208,0,0,Y,20211031,15,0,30,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z03,,,9,21158552,2.0211E+13,15.1,2005,1,0,0,,,,,1798,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1219,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131867800 ,M1B0004482,1.51,2.01,1.11,1256,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,27.98,999,3,AP1055E5,1.5,1240,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21158553,2.0211E+13,15.1,1993,1,0,0,,,,,1884,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1240,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131868000 ,M1B0004482,1.51,2.01,1.11,1256,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,20.99,999,3,AP1055E5,1.5,1240,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21158553,2.0211E+13,15.1,1751,1,0,0,,,,,1415,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1240,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131867900 ,M1B0004482,1.51,2.01,1.11,1256,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,22.81,999,3,AP1055E5,1.5,1240,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158553,2.0211E+13,15.1,1817,1,0,0,,,,,1537,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1240,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131869000 ,M1B0004485,1.504,2.004,1.104,1235,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,25.53,999,3,AP1055E5,1.5,1219,1,0,D208,0,0,Y,20211031,15,0,50,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z03,,,9,21158552,2.0211E+13,15.1,1922,1,0,0,,,,,1756,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B101,,1,60,60,,,1219,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131924500 ,M1B0004489,0.799,1.099,0.599,1235,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,24.08,999,3,AP1055E5,0.8,1219,1,0,D208,0,0,Y,20211031,15,0,25,5,1,0.1,2,16,10,16,1.2, ,1,DC51D+Z,w8,610,金羚电器有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158377,2.0211E+13,16,1877,1,0,0,,,,,3114,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1219,,,水路运输,,51000027,广州广裕码头, ,0,0,0,,QZA
21131868100 ,M1B0004482,1.51,2.01,1.11,1256,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,28.14,999,3,AP1055E5,1.5,1240,1,0,D208,0,0,Y,20211031,15,0,100,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158553,2.0211E+13,15.1,2001,1,0,0,,,,,1898,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1240,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131747700 ,M1B0004483,1.611,2.111,1.111,1266,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,25.57,999,3,AP1055E5,1.6,1250,1,0,D208,0,0,Y,20211031,15,0,25.02,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158552,2.0211E+13,15.1,1902,1,0,0,,,,,1606,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1250,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131868900 ,M1B0004485,1.504,2.004,1.104,1235,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,25.53,999,3,AP1055E5,1.5,1219,1,0,D208,0,0,Y,20211031,15,0,50,5,1,0.1,2,15.1,7,15.1,1.4, ,1,DC51D+Z,1w,610,广东澳洋顺昌金属材料有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158552,2.0211E+13,15.1,1924,1,0,0,,,,,1756,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01B101,,1,60,60,,,1219,,,水路运输,,51000010,广州庙头码头, ,0,0,0,,QZA
21131869400 ,M1B0004878,2.017,2.517,1.517,1223,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.41,999,3,AP1055E5,2,1219,0,0,D208,0,0,C,20211130,35,0,60,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,x6,610,广东美的电器股份有限公司,白色家电外板加工_表面要求,MI27CMCQC02,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158557,2.0211E+13,16,2001,1,0,0,,,,,1437,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131922500 ,M1B0004651,0.591,0.791,0.441,1463,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,31.17,999,3,DP0161D1,0.594,1460,0,0,D208,0,0,Y,20211031,15,0,92.44,5,1,0.1,2,9.01,6,9.01,1.4, ,C2,DC51D+Z-MD,1n,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158826,2.0211E+13,9.01,1957,1,0,0,,,,,4576,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y1J006,,1,40,40,,,1460,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131644800 ,M1B0004658,0.587,0.787,0.437,1433,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,29.48,999,3,DT0145D1,0.594,1430,0,0,D208,0,0,Y,20211031,15,0,45.699,5,1,0.1,2,9.01,6,9.01,0.6, ,1,DC53D+Z-MD,1n,610,广东美的电器股份有限公司,空调面板加工_成型要求,MI27IFGQC07,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK3H, , ,,Z05,,,9,21158267,2.0211E+13,0,1931,1,0,0,,,,,4464,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2016-006,PV,6,0,,,,,,,,MDY6Y5J006,,1,40,40,,,1430,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131752200 ,M1B0004658,0.587,0.787,0.437,1433,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,28.86,999,3,DT0138D1,0.594,1430,0,0,D208,0,0,Y,20211031,15,0,45.699,5,1,0.1,2,9.01,6,9.01,0.6, ,1,DC53D+Z-MD,1n,610,广东美的电器股份有限公司,空调面板加工_成型要求,MI27IFGQC07,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK3H, , ,,Z03,,,9,21157726,2.0211E+13,0,1911,1,0,0,,,,,4365,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2016-006,PV,6,0,,,,,,,,MDY6Y5J006,,1,40,40,,,1430,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131757700 ,M1B0004494,1.206,1.606,0.906,1235,250,300,790,811,769,U79, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,16,16,25.61,999,3,AP1055E5,1.2,1219,1,0,D208,0,0,Y,20211031,15,0,25,5,1,0.1,2,16,10,16,1.4, ,1,DC51D+Z,w8,610,金羚电器有限公司,白色家电外板加工_表面要求,MI27CMCQC09,,BE0,0,999,11, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158552,2.0211E+13,16,1926,1,0,0,,,,,2198,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J103,,1,40,40,,,1219,,,水路运输,,51000027,广州广裕码头, ,0,0,0,,QZA
21131658100 ,M1B0004764,2.007,2.507,1.507,1223,250,300,830,851,809,U83, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.39,999,3,DP0161D1,1.99,1219,0,0,D208,0,0,C,20211130,35,0,21.12,5,1,0.1,2,16,10,16,1.4, ,C2,DC51D+Z-MD,x6,610,广东美的电器股份有限公司,普通白色家电内板加工,MI27CMDQC04,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21476833,2.0211E+13,16,1929,1,0,0,,,,,1322,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2016-006,9A,6,0,,,,,,,,MDY6Y1J006,,1,40,40,,,1219,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131900300 ,M1B0004767,0.587,0.787,0.437,1433,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,22.43,999,3,DT0145D1,0.594,1430,0,0,D208,0,0,C,20211130,35,0,106.5,5,1,0.1,2,9.01,6,9.01,0.6, ,1,DC53D+Z-MD,1n,610,广东美的电器股份有限公司,空调面板加工_成型要求,MI27IFGQC07,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK3H, , ,,Z04,,,9,21158682,2.0211E+13,0,1707,1,0,0,,,,,3388,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2016-006,PV,6,0,,,,,,,,MDY6Y5J006,,1,40,40,,,1430,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131900400 ,M1B0004767,0.587,0.787,0.437,1433,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,30.17,999,3,DT0145D1,0.594,1430,0,0,D208,0,0,C,20211130,35,0,106.5,5,1,0.1,2,9.01,6,9.01,0.6, ,1,DC53D+Z-MD,1n,610,广东美的电器股份有限公司,空调面板加工_成型要求,MI27IFGQC07,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK3H, , ,,Z04,,,9,21158682,2.0211E+13,0,1949,1,0,0,,,,,4561,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2016-006,PV,6,0,,,,,,,,MDY6Y5J006,,1,40,40,,,1430,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
21131644900 ,M1B0004767,0.587,0.787,0.437,1433,250,300,840,861,819,U84, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,29.29,999,3,DT0145D1,0.594,1430,0,0,D208,0,0,C,20211130,35,0,106.5,5,1,0.1,2,9.01,6,9.01,0.6, ,1,DC53D+Z-MD,1n,610,广东美的电器股份有限公司,空调面板加工_成型要求,MI27IFGQC07,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK3H, , ,,Z05,,,9,21158267,2.0211E+13,0,1922,1,0,0,,,,,4427,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BXYM2016-006,PV,6,0,,,,,,,,MDY6Y5J006,,1,40,40,,,1430,,,水路运输,,52800022,佛山九江南鲲码头, ,0,0,0,,QZA
